Station_Name_Korean,Station_Name_English,Station_Code,Managing_Organization,Major_Basin_Code,Subbasin_Code,Observation_Start_Date,River_Name,Basin_Area,River_Width,Bed_Slope,River_Main_Junction_Distance,Watershed_Distance,Address,X_Coordinate,Y_Coordinate,Start_Systematic_Observation,End_Systematic_Observation,Start_Old_Observation,End_Old_Observation,Number_of_Records,Data_Quality_or_Completeness,Geometry,Longitude,Latitude
합천군(합천조정지방수로),Hapcheongun(Hapcheonjojeongjibangsuro),2016640,한국수자원공사,낙동강,201601,32051,황강,950,0,0,45,0,경상남도 합천군 용주면 봉기리,298370,227516,198706,202301,198706,202301,2359.0,,POINT (298370 227516),128.08267273074367,35.54249399645821
합천군(남정교),Hapcheongun(Namjeonggyo),2016650,환경부,낙동강,201602,32051,황강,946.2,0,0,33.9,0,경상남도 합천군 합천읍 합천리 남정교,305274,229567,196306,202301,196211,202301,2917.0,,POINT (305274 229567),128.1590581437138,35.560267422080535
합천군(기리교),Hapcheongun(Girigyo),2016660,환경부,낙동강,201603,44622,황강,1201.08,isnull,isnull,19.43,isnull,경상남도 합천군 율곡면 항곡리 산3-2 (기리교),310486,235857,202202,202301,202202,202301,364.0,,POINT (310486 235857),128.21739245112173,35.616378772973945
합천군(황강교),Hapcheongun(Hwangganggyo),2016680,환경부,낙동강,201604,22828,황강,1333,633,350,7.5,-7.5,경상남도 합천군 적중면 죽고리 922-1 (황강교),317192,231319,196507,202301,196212,202301,3626.0,,POINT (317192 231319),128.2907354366155,35.57471735768995
합천군(적포교),Hapcheongun(Jeokpogyo),2017620,환경부,낙동강,201701,29373,낙동강,16449.6,550,2500,110.1,112.4,경상남도 합천군 청덕면 앙진리 1 (적포교),323278,226468,198007,202301,198101,202301,3652.0,ㅇ,POINT (323278 226468),128.35711984621167,35.53026958750002
의령군(대곡교),Uiryeonggun(Daegokgyo),2017630,환경부,낙동강,201703,40909,신반천,165.13,isnull,isnull,61.1,isnull,경상남도 의령군 부림면 대곡리 996 (대곡교),322359,221770,201201,202301,201201,202301,3615.0,,POINT (322359 221770),128.34628231600766,35.48805185791039
창녕군(유어교),Changnyeonggun(Yueogyo),2017640,환경부,낙동강,201701,43446,토평천,120.85,isnull,isnull,0.39,isnull,경상남도 창녕군 이방면 성산리 200-4 (유어교),324878,225627,201812,202301,201812,202301,1132.0,,POINT (324878 225627),128.37462677665457,35.52249188499249
의령군(여의리),Uiryeonggun(Yeouiri),2017670,환경부,낙동강,201704,20394,낙동강,16845.28,900,4600,97.62,107.3,경상남도 의령군 부림면 경산리 679 (박진교),324933,216765,192007,202301,195511,202301,3604.0,,POINT (324933 216765),128.37387190893833,35.44263431727642
의령군(세간교),Uiryeonggun(Segangyo),2017685,환경부,낙동강,201702,39479,유곡천,91.8,isnull,isnull,12,isnull,경상남도 의령군 유곡면 세간리 29-4 (세간교),322574,217118,200801,202301,200801,202301,3652.0,ㅇ,POINT (322574 217118),128.34795053505445,35.44610817562306
함양군(금천리),Hamyanggun(Gumchunri),2018608,한국수자원공사,낙동강,201802,34639,남강,161.8,0,0,0.5,0,경상남도 함양군 안의면 금천리,273853,237020,198706,202301,198706,202301,3202.0,,POINT (273853 237020),127.81321157229124,35.630271202029846
함양군(안의교),Hamyanggun(Anuigyo),2018609,환경부,낙동강,202102,22828,남강,270,136,140,20.8,-20.8,경상남도 함양군 안의면 금천리 254-1 (안의교),364573,238265,196407,202301,196211,202301,3469.0,,POINT (364573 238265),128.8146384078631,35.63055549033529
함양군(용평리),Hamyanggun(Yongpyungri),2018620,한국수자원공사,낙동강,201803,34639,함양위천,122,0,0,6.6,0,경상남도 함양군 함양읍 용평리,266373,224324,198706,202301,199501,202301,3415.0,,POINT (266373 224324),127.72960261198506,35.51638254137594
함양군(대웅교),Ham yang gun(Dae ung gyo),2018623,한국수자원공사,낙동강,201803,43647,isnull,isnull,isnull,isnull,isnull,isnull,경상남도 함양군 함양읍 백천리 대웅교,270908,224513,201909,202301,201909,202301,1136.0,,POINT (270908 224513),127.77960830073998,35.517772548593854
함양군(의탄리),Hamyanggun(Eutanri),2018630,한국수자원공사,낙동강,201805,31929,임천,218.2,0,0,20.1,0,경상남도 함양군 마천면 의탄리,262024,211872,198706,202301,198710,202301,3319.0,,POINT (262024 211872),127.68071494052155,35.40444048733029
함양군(화촌리),Hamyanggun(Hwachonri),2018635,한국수자원공사,낙동강,201805,34639,임천,431.7,0,0,4,0,경상남도 함양군 유림면 화촌리,271809,218910,198706,202301,198706,202301,3375.0,,POINT (271809 218910),127.78904539034936,35.4672125664606
산청군(고읍교),Sancheonggun(Goeupgyo),2018640,환경부,낙동강,201806,42005,남강,1023.29,isnull,isnull,134.87,isnull,경상남도 산청군 생초면 하촌리 160-6 (고읍교),275367,221683,200702,202301,200702,202301,2825.0,,POINT (275367 221683),127.82849757904364,35.491940111854305
산청군(경호교),Sancheonggun(Gyunghogyo),2018645,한국수자원공사,낙동강,201806,27832,남강,1134.1,0,0,41,0,경상남도 산청군 산청읍 산청리 349(경호교),279394,213796,191509,202301,191201,202301,3424.0,,POINT (279394 213796),127.87210397473903,35.42054871855201
산청군(수산교),Sancheonggun(Susangyo),2018650,한국수자원공사,낙동강,201807,41319,남강,1233,isnull,isnull,107.5,isnull,경상남도 산청군 신안면 신안리,285458,204943,201507,202301,201507,202301,2258.0,,POINT (285458 204943),127.93794016480868,35.34026414716626
합천군(소오리),Hapchungun(Sohori),2018655,한국수자원공사,낙동강,201809,31868,양천,103.6,0,0,32,0,경상남도 합천군 삼가면 소오리,301501,213556,199901,202301,199812,202301,3435.0,,POINT (301501 213556),128.11545195982163,35.41638032430155
산청군(소이교),Sancheong-gun(Soigyo),2018662,환경부,낙동강,201808,43078,신등천,163.39,isnull,isnull,4.41,isnull,경상남도 산청군 신안면 외고리 431-1 (소이교),291570,207501,201801,202301,201801,202301,1812.0,,POINT (291570 207501),128.00544820936472,35.36277542483537
산청군(하정리),Sancheonggun(Hajungri),2018665,한국수자원공사,낙동강,201809,34639,양천,412.8,0,0,7.1,0,경상남도 산청군 신안면 하정리,290554,203052,198706,202301,198706,202301,3200.0,,POINT (290554 203052),127.99377901363717,35.322774063692506
산청군(원리교),San cheong gun(Won ri gyo),2018673,한국수자원공사,낙동강,201811,43647,isnull,isnull,isnull,isnull,isnull,isnull,경상남도 산청군 시천면 원리 원리교,276070,198110,201909,202301,201909,202301,854.0,,POINT (276070 198110),127.8340507818574,35.279440997529136
산청군(묵곡교),Sancheong-gun(Mukgokgyo),2018674,환경부,낙동강,201810,40544,남강,1709.2,isnull,isnull,101.3,isnull,경상남도 산청군 단성면 묵곡리 140-11 (묵곡교),287715,198801,201101,202301,201012,202301,3454.0,,POINT (287715 198801),127.96210698961686,35.284716765679335
산청군(창촌리),Sancheonggun(Changchonri),2018680,한국수자원공사,낙동강,201813,27832,덕천강,143,0,0,18.5,0,경상남도 산청군 단성면 창촌리,281207,197415,198706,202301,197301,202301,3241.0,,POINT (281207 197415),127.89044019726836,35.272774376806545
하동군(대곡리),Hadonggun(Daegokri),2018685,한국수자원공사,낙동강,201813,34639,덕천강,335.5,0,0,17.7,0,경상남도 하동군 옥종면 대곡리,283829,187298,198706,202301,198706,202301,3562.0,,POINT (283829 187298),127.91822517708869,35.18138130790084
진주시(내평리),Jinjusi(Naepyungri),2018690,한국수자원공사,낙동강,201814,34639,덕천강,2293.4,0,0,80,0,경상남도 진주시 나동면 내평리,293045,184337,198706,202301,198706,202301,3571.0,,POINT (293045 184337),128.01905491750378,35.1538860933541
사천시(검정리),Sachunsi(Gumjungri),2018692,한국수자원공사,낙동강남해,250104,35612,가화천,115.6,0,0,0.4,0,경상남도 사천시 곤양면 검정리 47-1,293778,184468,198706,202301,198706,202301,3562.0,,POINT (293778 184468),128.02711304557954,35.154998664052854
진주시(남강댐방수로),Jinjusi(Namgangdambangsuro),2018698,한국수자원공사,낙동강,201901,34639,남강,2293.4,0,0,78,0,경상남도 진주시 내동면 삼계리 1088,294325,185460,198706,202301,198706,202301,2359.0,,POINT (294325 185460),128.03322859310114,35.1638875343028
고성군(두문교),Goseonggun(Dumungyo),2019610,환경부,낙동강,201902,39814,영천강,133.73,isnull,isnull,14.6,isnull,경상남도 고성군 영오면 오서리 1611-1 (두문교),308581,178684,200812,202301,200812,202301,3462.0,,POINT (308581 178684),128.18878520609417,35.10138747940434
진주시(장대동),Jinjusi(Jangdaedong),2019615,한국수자원공사,낙동강,201901,31929,남강,237,0,0,71,0,경상남도 진주시 장대동 진주교,298972,188746,198706,202301,198907,202301,3562.0,,POINT (298972 188746),128.0846198808235,35.193054321028775
함안군(송도교),Hamangun(Songdogyo),2019620,환경부,낙동강,201910,42005,남강,3416.56,isnull,isnull,4.88,isnull,경상남도 함안군 대산면 구혜리 927-1 (송도교),328691,208013,201501,202301,201412,202301,2923.0,,POINT (328691 208013),128.413870521021,35.363296633722726
진주시(옥산교),Jinjusi(Oksangyo),2019625,환경부,낙동강,201902,42733,영천강,178.52,isnull,isnull,4.74,isnull,경상남도 진주시 문산읍 옥산리 39-2(옥산교),305332,185797,201701,202301,201612,202301,2558.0,,POINT (305332 185797),128.1540635287268,35.16583258024086
진주시(덕오리),Jinjusi(Deogori),2019635,환경부,낙동강,201903,39108,남강,2658.61,isnull,isnull,57.6,isnull,경상남도 진주시 집현면 덕오리 22-2,303491,194036,200701,202301,200701,202301,3630.0,,POINT (303491 194036),128.13489373053275,35.240271046400224
진주시(월강교),Jinjusi(Wolganggyo),2019640,환경부,낙동강,201903,40179,남강,2756.47,isnull,isnull,51.6,isnull,경상남도 진주시 진성면 가진리 1718  (월강교),309150,192438,201101,202301,201012,202301,3652.0,ㅇ,POINT (309150 192438),128.1968412086789,35.22527114982319
진주시(장박교),Jinjusi(Jangbakgyo),2019647,환경부,낙동강,201905,41275,남강,isnull,isnull,isnull,49,isnull,경상남도 진주시 지수면 청담리 1684-1 (장박교),315779,196281,201301,202301,201212,202301,3280.0,,POINT (315779 196281),128.27018035521078,35.25915863450069
의령군(공단교),Uiryeonggun(Gongdangyo),2019653,환경부,낙동강,201907,42370,의령천,116.31,isnull,isnull,4.01,isnull,경상남도 의령군 의령읍 동동리 845-2(공단교),315364,203027,201601,202301,201512,202301,2553.0,,POINT (315364 203027),128.26656868645784,35.31999561058834
의령군(정암교),Uiryeonggun(Jeongamgyo),2019655,환경부,낙동강,201905,8249,남강,3283,370,1430,27.5,-27.5,경상남도 의령군 의령읍 정암리 430-43 ((구)정암교),317794,202627,191606,202301,195510,202301,3652.0,ㅇ,POINT (317794 202627),128.29322778505923,35.31610806559408
함안군(서촌리),Hamangun(Seochonri),2019680,환경부,낙동강,201909,38742,함안천,149.66,isnull,isnull,0.5,isnull,경상남도 함안군 대산면 서촌리 1446 (악양교 하류),327340,204791,200601,202301,200601,202301,3648.0,,POINT (327340 204791),128.39850872660077,35.33443774171595
함안군(대사교),Hamangun(Daesagyo),2019685,환경부,낙동강,201909,42733,함안천,48.38,isnull,isnull,10.58,isnull,경상남도 함안군 함안면 대산리 1242-2(대사교),329736,196317,201701,202301,201612,202301,2187.0,,POINT (329736 196317),128.42351557088915,35.257774400584026
의령군(성산리),Uiryeonggun(Seongsanri),2019695,환경부,낙동강,201910,6392,남강,3446.3,376,1000,0.4,89.3,경상남도 의령군 지정면 성산리 1106-4,329847,211394,191707,202301,196401,202301,3652.0,ㅇ,POINT (329847 211394),128.4271231127843,35.393611227055615
밀양시(판곡교),Miryangsi(Pangokgyo),2020603,환경부,낙동강,202007,39479,청도천,74.03,isnull,isnull,16.5,isnull,경상남도 밀양시 무안면 죽월리 672-1 (판곡교),350030,224318,200801,202301,200801,202301,3321.0,,POINT (350030 224318),128.6515774140274,35.50721758056792
창녕군(강리),Changnyeonggun(Gangri),2020605,환경부,낙동강,202002,39479,계성천,54.57,isnull,isnull,9.1,isnull,경상남도 창녕군 장마면 강리 1085-1 (화영삼거리 부근),332766,218835,200801,202301,200801,202301,3637.0,,POINT (332766 218835),128.46045404044222,35.46027203018439
함안군(계내리),Hamangun(Gyenaeri),2020615,환경부,낙동강,202004,7884,낙동강,20311.3,190,830,82.2,84.3,경상남도 함안군 칠서면 계내리 343 (진동양수장옆),334806,210634,192108,202301,192401,202301,3652.0,ㅇ,POINT (334806 210634),128.48156469149214,35.38610582851306
함안군(소랑교),Hamangun(Soranggyo),2020640,환경부,낙동강,202003,39108,광려천,154.35,isnull,isnull,0.8,isnull,경상남도 함안군 칠북면 덕남리 328-4 (소랑교),338344,210472,200701,202301,200701,202301,3652.0,ㅇ,POINT (338344 210472),128.5204636959175,35.384162058003
함안군(창녕함안보하),Hamangun(Changnyeong·HamanboDN),2020646,환경부,낙동강,202004,40935,낙동강,20697,isnull,isnull,74.8,isnull,경상남도 함안군 칠북면 봉촌리 257 천,340891,210666,201206,202301,201206,202301,2747.0,,POINT (340891 210666),128.54851911553715,35.38555370147674
창녕군(창녕함안보상),Changnyeonggun(Changnyeong·HamanboUP),2020647,환경부,낙동강,202004,40329,낙동강,20697,isnull,isnull,75.2,isnull,경상남도 창녕군 길곡면 오호리 1001,340945,210451,201006,202301,201006,202301,2749.0,,POINT (340945 210451),128.54907615472888,35.38360894873924
창녕군(청암리),Changnyeonggun(Cheongamri),2020650,환경부,낙동강,202005,20363,낙동강,20685.3,690,100,69.2,74.9,경상남도 창녕군 부곡면 청암리 1110 (청암취수장옆),345437,212156,192407,202301,195510,202301,3652.0,ㅇ,POINT (345437 212156),128.59879905408113,35.398326031516795
밀양시(인교),Miryangsi(Ingyo),2020651,환경부,낙동강,202007,40909,청도천,159.17,isnull,isnull,9.7,isnull,경상남도 밀양시 초동면 오방리 682 (인교),349950,215530,201201,202301,201201,202301,3652.0,ㅇ,POINT (349950 215530),128.64907716217508,35.428055661465685
창원시(수산대교),Changwonsi(Susandaegyo),2020675,환경부,낙동강,202010,8798,광려천,20996.7,862,280,57.6,63,경상남도 창원시 의창구 대산면 모산리 701 (수산대교),355792,208969,191707,202301,192402,202301,3652.0,ㅇ,POINT (355792 208969),128.71212924198264,35.36805046654218
김해시(오서교),Gimhaesi(Oseogyo),2020680,환경부,낙동강,202009,39108,화포천,132.88,isnull,isnull,2.8,isnull,경상남도 김해시 한림면 금곡리 1015 (오서교),365017,205896,200701,202301,200701,202301,3583.0,,POINT (365017 205896),128.81297029308186,35.338885035504134
경주시(의곡교),Gyeongjusi(Uigokgyo),2021610,환경부,낙동강,202102,42733,동창천,62.32,isnull,isnull,47.47,isnull,경상북도 경주시 산내면 의곡리 591-40(의곡교),385184,253164,201701,202301,201612,202301,1804.0,,POINT (385184 253164),129.04546854631303,35.76110681590413
청도군(신원교),Cheongdogun(Sinwongyo),2021612,한국수자원공사,낙동강,202101,41579,isnull,isnull,isnull,isnull,isnull,isnull,경상북도 청도군 운문면 신원리 신원1교,377627,245207,201401,202301,201707,202301,1919.0,,POINT (377627 245207),128.96019817197478,35.69082759128139
청도군(운문댐),Cheongdogun(Unmundam),2021620,한국수자원공사,낙동강,202101,34424,동창천,301.3,isnull,isnull,38,isnull,경상북도 청도군 운문면 대천리,373326,249008,200602,202301,200602,202301,2359.0,,POINT (373326 249008),128.91352710351774,35.72583047750769
청도군(임당리),Cheongdogun(Imdangri),2021625,한국수자원공사,낙동강,202102,41608,낙동강,isnull,isnull,isnull,36,isnull,경상북도 청도군 금천면 임당리 990-1,247129,373463,2,202301,201707,202301,1570.0,,POINT (247129 373463),127.5264110705838,36.86146443147172
청도군(당호리),Cheongdogun(Danghori),2021630,한국수자원공사,낙동강,202102,41608,낙동강,330.1,isnull,isnull,28.1,isnull,경상북도 청도군 매전면 당호리 558,243436,369031,20,202301,201707,202301,1570.0,,POINT (243436 369031),127.4847461930005,36.821705798070056
경주시(매곡교),Gyeongjusi(Magokgyo),2021635,한국수자원공사,낙동강,202104,39417,isnull,isnull,isnull,isnull,isnull,isnull,경상북도 청도군 청도읍 부야리 652-3수,362740,243504,201707,202301,201707,202301,1919.0,,POINT (362740 243504),128.79546988464222,35.67805357551103
청도군(원리),Cheongdogun(Wonri),2021640,환경부,낙동강,202104,22828,청도천,287.5,isnull,isnull,9.5,isnull,경상북도 청도군 청도읍 원리 988-1,359706,237282,196306,202301,196211,202301,3297.0,,POINT (359706 237282),128.76074024003162,35.62249788559698
양산시(대리),Yangsansi(Daeri),2021650,한국수자원공사,낙동강,202105,36678,단장천,59.4,isnull,isnull,29.6,isnull,경상남도 양산시 원동면 대리 995,379753,222060,200203,202301,200101,202301,3473.0,,POINT (379753 222060),128.97853087961104,35.48194616957126
밀양시(밀양댐),Miryangsi(Miryangdam),2021660,한국수자원공사,낙동강,202105,37046,단장천,95.4,isnull,isnull,21.8,isnull,경상남도 밀양시 단장면 고례리 산308-1,375588,222224,200602,202301,200101,202301,2359.0,,POINT (375588 222224),128.93269770626014,35.484167536480186
밀양시(상동교),Miryangsi(Sangdonggyo),2021665,환경부,낙동강,202108,40544,밀양강,889.57,isnull,isnull,30.8,isnull,경상남도 밀양시 상동면 옥산리 141-2 (상동교),360017,231182,201101,202210,201012,202210,3552.0,,POINT (360017 231182),128.76296494857775,35.567495149983344
밀양시(금곡리),Miryangsi(Geumgokri),2021670,환경부,낙동강,202107,41640,단장천,313.46,isnull,isnull,6.4,isnull,경상남도 밀양시 산외면 금곡리 83-8 (금곡교 하류),366833,225078,201401,202301,201312,202301,3212.0,,POINT (366833 225078),128.83685876129277,35.51138482355525
밀양시(용평동),Miryangsi(Yongpyeongdong),2021675,환경부,낙동강,202108,6242,밀양강,1288.56,350,200,19.5,-19.5,경상남도 밀양시 용평동 963 (활성교 상류),361417,223406,191807,202301,191707,202301,3651.0,,POINT (361417 223406),128.77685402623823,35.49721708934406
밀양시(남천교),Miryangsi(Namcheongyo),2021677,환경부,낙동강,202109,39108,밀양강,1295.49,isnull,isnull,15.8,isnull,경상남도 밀양시 삼문동 377 (남천교),358554,222769,200701,202301,200701,202301,3629.0,,POINT (358554 222769),128.74519056536903,35.49193927615309
밀양시(남포동),Miryangsi(Nampodong),2021685,환경부,낙동강,202109,32143,밀양강,1330.6,500,600,15.5,-15.5,경상남도 밀양시 남포동 408,362064,219718,198706,202301,198706,202301,3622.0,,POINT (362064 219718),128.78324667445372,35.463887801511255
밀양시(삼상교),Miryangsi(Samsanggyo),2021690,환경부,낙동강,202109,38742,밀양강,979.4,isnull,isnull,4.2,isnull,경상남도 밀양시 삼랑진읍 미전리 894-15 (삼상교),363199,214157,200601,202301,200601,202301,3634.0,,POINT (363199 214157),128.79463131046262,35.413605027658015
밀양시(삼랑진교),Miryangsi(Samnangjin),2022610,환경부,낙동강,202201,20302,낙동강,22891.9,820,1250,45.2,49.7,경상남도 밀양시 삼랑진읍 삼랑리 854 (삼랑진교),365528,211055,191606,202301,198706,202301,3652.0,ㅇ,POINT (365528 211055),128.8196319555419,35.38527634569087
김해시(월촌리),Gimhaesi(Wolchonri),2022640,환경부,낙동강,202202,12785,낙동강,23149.9,1070,420,22.7,25.2,경상남도 김해시 대동면 월촌리 988,381413,201031,193507,202301,197201,202301,3492.0,,POINT (381413 201031),128.99214396209032,35.2922213648365
양산시(효충교),Yangsansi(Hyochunggyo),2022655,환경부,낙동강,202203,38742,양산천,136.3,isnull,isnull,11,isnull,경상남도 양산시 상북면 소토리 1287-47 (효충교),386006,211240,200601,202301,200601,202301,3364.0,,POINT (386006 211240),129.04492313356343,35.38333666693283
양산시(양산교),Yangsansi(Yangsangyo),2022660,환경부,낙동강,202204,22828,양산천,184.3,134,300,7.2,-7.2,경상남도 양산시 신기동 600 (양산교),385074,208661,198008,202301,196211,202301,3563.0,,POINT (385074 208661),129.03408863786095,35.36027950652846
양산시(호포대교),Yangsansi(Hopodaegyo),2022670,환경부,낙동강,202204,38744,양산천,242.9,isnull,isnull,0.1,isnull,경상남도 양산시 물금읍 증산리 136-4 (호포대교),382980,201063,200601,202301,200601,202301,3568.0,,POINT (382980 201063),129.00936731053986,35.29222454152841
부산시(구포대교),Busansi(Gupodaegyo),2022680,환경부,낙동강,202208,10014,낙동강,23288.7,1160,240,14.5,17.2,부산광역시 북구 구포동 1065-1 (구포대교),381554,191505,191807,202301,198601,202301,3652.0,ㅇ,POINT (381554 191505),128.9915912760791,35.20638618677992
김해시(정천교),Gimhaesi(Jeongcheongyo),2022685,환경부,낙동강,202206,39479,조만강,17.22,isnull,isnull,13.4,isnull,경상남도 김해시 명법동 1118 (정천교),367002,191441,200801,202301,200801,202301,3640.0,,POINT (367002 191441),128.83185648288605,35.20833406458975
부산시(강동교),Busansi(Gangdonggyo),2022690,환경부,낙동강,202207,44671,서낙동강,76.58,isnull,isnull,8.14,isnull,부산광역시 강서구 죽림동 1069-2 (강동교),373558,190053,202202,202301,202202,202301,321.0,,POINT (373558 190053),128.90352460099118,35.19471904473674
부산시(낙동강하구언(내)),Busansi(Nakdongganghagueon(in)),2022696,한국수자원공사,회야ㆍ수영,230206,32143,낙동강,23702,0,0,2.1,0,부산광역시 사하구 하단동 1149번지,377998,180519,198706,202301,198706,202301,3599.0,,POINT (377998 180519),128.95019690858945,35.10805731737643
부산시(낙동강하구언(외)),Busansi(Nakdongganghagueon(out)),2022697,한국수자원공사,낙동강남해,250408,32143,낙동강,23702,0,0,2.1,0,부산광역시 사하구 하단동 1149번지,377817,180700,198706,202301,201406,202301,3073.0,,POINT (377817 180700),128.94825157161165,35.109719771912616
경주시(망성교),Gyeongjusi(Mangseonggyo),2101610,환경부,형산강,210101,42370,형산강,261.63,isnull,isnull,39.42,isnull,경상북도 경주시 배동 1125-152(망성교),398955,256763,201601,202301,201512,202301,2558.0,,POINT (398955 256763),129.19852862078207,35.79083262156359
경주시(효현교),Gyeongjusi(Hyohyeongyo),2101620,환경부,형산강,210102,42370,대천,239.08,isnull,isnull,2.07,isnull,경상북도 경주시 효현동 1125-31(효현교),396930,259709,201601,202301,201512,202301,2430.0,,POINT (396930 259709),129.17686952104393,35.817772050514044
경주시(서천교),Gyeongjusi(Seocheongyo),2101625,환경부,형산강,210108,22828,형산강,445.2,0,0,33.2,0,경상북도 경주시 서악동 1491-1 (서천교),398931,262314,199803,202301,199806,202301,3348.0,,POINT (398931 262314),129.19964327121863,35.84082920636971
경주시(모아리),Gyeongjusi(Moari),2101650,환경부,형산강,210108,22828,형산강,646.28,isnull,isnull,23.2,isnull,경상북도 경주시 천북면 모아리 848,402209,271611,198506,202301,196211,202301,3652.0,ㅇ,POINT (402209 271611),129.23825584344465,35.92388413903543
경주시(달성교),Gyeongjusi(Dalseonggyo),2101668,환경부,형산강,210107,35947,기계천,159.09,0,0,7.5,0,경상북도 경주시 안강읍 노당리 1503 (달성교),401700,286128,199803,202301,199806,202301,3302.0,,POINT (401700 286128),129.23631075200245,36.05472082285573
경주시(안계댐),,2101672,,,0,0,,,,,,,,0,0,0,0,0,0,1433.0,,POINT (-1.7976931348623157e+308 -1.7976931348623157e+308),124.84636056874967,33.47773679757166
경주시(강동대교),Gyeongjusi(Gangdongdaegyo),2101675,환경부,형산강,210108,22828,형산강,907.57,isnull,isnull,13.7,isnull,경상북도 경주시 강동면 오금리 1046-1 (강동대교),404311,278322,196507,202301,196212,202301,3645.0,,POINT (404311 278322),129.26325348004625,35.983882114855305
경주시(국당리),Gyeongjusi(Gukdangri),2101680,환경부,형산강,210109,10502,형산강,971.21,0,0,9.3,0,경상북도 경주시 강동면 국당리 산92,407058,279836,192807,202301,196201,202301,3637.0,,POINT (407058 279836),129.2940847315122,35.996937140401386
포항시(형산교),Pohangsi(Hyeongsangyo),2101690,환경부,형산강,210109,10228,형산강,1044.1,isnull,isnull,2.3,isnull,경상북도 포항시 남구 해도동 229 ((신)형산교),413852,281912,192807,202301,192901,202301,3604.0,,POINT (413852 281912),129.36992981949945,36.01416565653001
울산시(대곡댐),,2201610,,,0,0,,,,,,,,0,0,0,0,0,0,1433.0,,POINT (-1.7976931348623157e+308 -1.7976931348623157e+308),124.84636056874967,33.47773679757166
울산시(구수교),Ulsansi(Gusugyo),2201611,환경부,태화강,220101,42370,태화강,122.2,isnull,isnull,28.47,isnull,울산광역시 울주군 언양읍 반송리 1044-91(구수교),395046,230053,201601,202301,201512,202301,1513.0,,POINT (395046 230053),129.1488552768351,35.5510549187164
울산시(대암교),Ulsansi(Daeamgyo),2201613,한국수자원공사,태화강,220102,39520,태화강,127.43,isnull,isnull,24.8,isnull,울산광역시 울주군 언양읍 반천리 1023-45,397987,230247,201507,202301,201507,202301,2660.0,,POINT (397986.693 230247.1788),129.18131471024606,35.55221957985335
울산시(왕방교),Ulsansi(Wangbanggyo),2201614,한국수자원공사,태화강,220102,43466,isnull,isnull,isnull,isnull,isnull,isnull,울산광역시 울주군 삼동면 하잠리 왕방교,395577,226339,201907,202301,201907,202301,897.0,,POINT (395577 226339),129.1538121604881,35.51749990826625
울산시(대암댐),Ulsansi(Daeamdam),2201615,한국수자원공사,태화강,220102,25568,둔기천,77,isnull,isnull,1,isnull,울산광역시 울주군 언양읍 구수리 산 189-2,397825,229596,200711,202301,200711,202301,1433.0,,POINT (397824.6769 229595.9063),129.17937049699037,35.546388722552294
울산시(반구교),Ulsansi(Bangugyo),2201617,한국수자원공사,태화강,220103,43466,isnull,isnull,isnull,isnull,isnull,isnull,울산광역시 울주군 두동면 천전리 반구교,396682,236819,201907,202301,201907,202301,1113.0,,POINT (396682 236819),129.1685292172201,35.61166947538917
울산시(사연댐),Ulsansi(Sayeondam),2201625,한국수자원공사,태화강,220103,24107,대곡천,67,isnull,isnull,1.3,isnull,울산광역시 울주군 범서면 사연리 산 93-2,398945,233630,201901,202301,201901,202301,1433.0,,POINT (398944.7147 233630.2864),129.19270343970325,35.58249626891134
울산시(사연교),Ulsansi(Sayeongyo),2201630,환경부,태화강,220101,22828,태화강,208.47,199,870,25.59,24.55,울산광역시 울주군 범서읍 사연리 531-5 (사연교),399848,232849,197207,202301,196301,202301,3623.0,,POINT (399848 232849),129.20246610113065,35.57528069630484
울산시(선바위교),Ulsansi(Seonbawigyo),2201640,환경부,태화강,220104,43048,태화강,357.11,isnull,isnull,17.17,isnull,울산광역시 울주군 범서읍 입암리 26-10 (선바위교),402626,233528,201801,202301,201801,202301,1811.0,,POINT (402626 233528),129.2332598344194,35.58083179481364
울산시(구영교),Ulsansi(Guyeonggyo),2201653,환경부,태화강,220104,39814,태화강,369.1,isnull,isnull,17.5,isnull,울산광역시 울주군 범서읍 구영리 1073-1 (구영교),403877,231706,200812,202301,200812,202301,3652.0,ㅇ,POINT (403877 231706),129.24659257762585,35.564166336448345
울산시(삼호교),Ulsansi(Samhogyo),2201660,환경부,태화강,220106,22828,태화강,421.4,230,1050,14.8,34.55,울산광역시 남구 무거동 1035-1 (삼호교),406314,230929,196507,202301,196303,202301,3629.0,,POINT (406314 230929),129.27325501653476,35.55666475866802
울산시(태화교),Ulsansi(Taehwagyo),2201670,환경부,태화강,220106,22678,태화강,429.9,0,1100,10.6,38.7,울산광역시 중구 성남동 337 (태화교),409391,230877,196907,202301,196302,202301,3652.0,ㅇ,POINT (409391 230877),129.3071519219543,35.55555166746206
울산시(신답교),Ulsansi(Sindapgyo),2201685,환경부,태화강,220105,43049,동천,106.71,isnull,isnull,9.43,isnull,울산광역시 북구 상안동 320-1 (신답교),412593,239490,201801,202301,201801,202301,1741.0,,POINT (412593 239490),129.34470168795016,35.63243344936407
울산시(병영교),Ulsansi(Byeongyeonggyo),2201690,환경부,태화강,220105,22828,동천,161.4,149,320,3.3,25.8,울산광역시 북구 진장동 1028 (병영교),413207,233620,196507,202301,196211,202301,3639.0,,POINT (413207 233620),129.34992662470597,35.57944040365852
