Station_Name_Korean,Station_Name_English,Station_Code,Managing_Organization,Major_Basin_Code,Subbasin_Code,Observation_Start_Date,River_Name,Basin_Area,River_Width,Bed_Slope,River_Main_Junction_Distance,Watershed_Distance,Address,X_Coordinate,Y_Coordinate,Start_Systematic_Observation,End_Systematic_Observation,Start_Old_Observation,End_Old_Observation,Number_of_Records,Data_Quality_or_Completeness,Geometry,Longitude,Latitude
울산시(통천교),Ulsansi(Tongcheongyo),2301630,환경부,회야ㆍ수영,230102,22828,회야강,112.8,isnull,isnull,21.9,isnull,울산광역시 울주군 웅촌면 통천리 881-1 (통천교 상류),403251,221544,200601,202301,196301,202301,3596.0,,POINT (403251 221544),129.23714926929935,35.47277483180111
울산시(선암댐),,2301640,,,0,0,,,,,,,,0,0,0,0,0,0,1433.0,,POINT (-1.7976931348623157e+308 -1.7976931348623157e+308),124.84636056874967,33.47773679757166
울산시(동천1교),Ulsansi(Dongcheon1gyo),2301650,환경부,회야ㆍ수영,230103,22828,회야강,129.81,isnull,isnull,11.57,isnull,울산광역시 울주군 온양읍 망양리 725-1 (동천1교),407414,220914,200601,202301,196301,202301,3238.0,,POINT (407414 220914),129.2828206397136,35.46624196258881
울산시(덕신교),Ulsansi(Deoksingyo),2301670,환경부,회야ㆍ수영,230103,42370,회야강,137.28,isnull,isnull,7.76,isnull,울산광역시 울주군 온산읍 덕신리 980-1(덕신교),409295,217705,201601,202301,201512,202301,2557.0,,POINT (409295 217705),129.3027027734395,35.436948535651965
부산시(동천교),Busansi(Dongcheongyo),2302640,환경부,회야ㆍ수영,230203,44622,수영강,104.17,120,isnull,6.69,isnull,부산광역시 금정구 금사동 14-3(동천교),392881,193282,202202,202301,202202,202301,324.0,,POINT (392881 193282),129.11631725631136,35.22028149224431
부산시(원동교),Busansi(Wondonggyo),2302650,환경부,회야ㆍ수영,230203,42733,수영강,133.38,isnull,isnull,3.73,isnull,부산시 해운대구 반여동 1475-8,392557,190653,201701,202301,201612,202301,2188.0,,POINT (392557 190653),129.11214696871124,35.19666342199754
부산시(세병교),Busansi(Sebyeonggyo),2302655,환경부,회야ㆍ수영,230203,44622,온천천,39.53,89.1,isnull,3.48,isnull,부산광역시 연제구 거제동 149-8 (세병교),389691,190901,202202,202301,202202,202301,324.0,,POINT (389691 190901),129.08075464773052,35.199442306240826
부산시(다대포),Busansi(Dadaepo),2302690,환경부,회야ㆍ수영,230206,44671,isnull,isnull,isnull,isnull,isnull,isnull,부산광역시 사하구 다대동 (홍티1교),378397,175686,202202,202301,202202,202301,321.0,,POINT (378397 175686),128.95353142867742,35.064449239066306
부산시(신평동),Busansi(Sinpyeongdong),2302695,한국수자원공사,회야ㆍ수영,230206,32143,isnull,102.7,0,0,0,0,부산광역시 사하구 신평동 1번지,378181,178950,198706,202301,198706,202301,2433.0,,POINT (378181 178950),128.9518657290938,35.09389084451932
울진군(올미골교),Uljingun(Olmigolgyo),2401613,환경부,낙동강동해,240102,44769,isnull,104.17,isnull,isnull,6.69,isnull,경상북도 울진군 울진읍 정림리 911-4(올미골교),406909,394964,202207,202301,202207,202301,157.0,,POINT (406909 394964),129.32324807016076,37.03359980917235
울진군(월변교),Uljingun(Wolbyeongyo),2401616,환경부,낙동강동해,240102,44622,남대천,107.84,136,isnull,1.95,isnull,경상북도 울진군 울진읍 읍내리 105-12 (월변교),413800,390476,202202,202301,202202,202301,360.0,,POINT (413800 390476),129.39935973974727,36.99165321211558
울진군(구산리),Uljingun(Gusanri),2401620,한국수자원공사,낙동강동해,240106,35425,왕피천,513.2,isnull,isnull,5,isnull,경상북도 울진군 근남면 구산리 450-4,411380,386281,200210,202301,199906,202301,3583.0,,POINT (411380 386281),129.37102588137745,36.95443187487989
울진군(수산교),Uljingun(Susangyo),2401650,환경부,낙동강동해,240106,42733,왕피천,509.83,isnull,isnull,1.47,isnull,경상북도 울진군 근남면 노음리 322-2(수산교),413546,387786,201701,202301,201612,202301,1855.0,,POINT (413546 387786),129.39574882048132,36.967493107266165
영덕군(인량교),Yeongdeokgun(Illyanggyo),2401690,환경부,낙동강동해,240110,42370,송천,237.1,isnull,isnull,6.17,isnull,경상북도 영덕군 창수면 인량리 606-40(인량교),412862,341582,201601,202301,201512,202301,2422.0,,POINT (412862 341582),129.37519913463933,36.55165880004083
영덕군(대지리),Yeongdeokgun(Daejiri),2402620,한국수자원공사,낙동강동해,240203,35425,대서천,102.7,isnull,isnull,5.4,isnull,경상북도 영덕군 달산면 대지리 881-13,407032,324133,200212,202301,199906,202301,3583.0,,POINT (407032 324133),129.3054738171794,36.39582372877769
영덕군(영덕대교),Yeongdeokgun(Yeongdeokdaegyo),2402630,환경부,낙동강동해,240204,42370,영덕오십천,528.25,isnull,isnull,6.48,isnull,경상북도 영덕군 영덕읍 남산리 875((구)영덕대교),412914,325325,201601,202301,201512,202301,2558.0,,POINT (412914 325325),129.37131056391007,36.40527255079323
경주시(감포댐),,2403610,,,0,0,,,,,,,,0,0,0,0,0,0,1433.0,,POINT (-1.7976931348623157e+308 -1.7976931348623157e+308),124.84636056874967,33.47773679757166
판문,NAM GANG DAM,2501620,한국수자원공사,낙동강,201814,34700,isnull,2285,0,0,0,0,경상남도 진주시 판문동,293851,187242,198706,201908,200101,201908,1083.0,,POINT (293851 187242),128.02822918033868,35.179991355768244
거제시(연초댐),Geojesi(Yeonchodam),2503620,한국수자원공사,낙동강남해,250302,29220,연초천,11.7,isnull,isnull,5.1,isnull,경상남도 거제시 연초면 덕치리,352475,161310,201901,202301,201901,202301,1433.0,,POINT (352475.1023 161309.7525),128.66685547156595,34.9391689365813
거제시(죽전교),Geojesi(Jukjeongyo),2503625,한국수자원공사,낙동강남해,250304,39520,둔덕천,17.7,isnull,isnull,0.41,isnull,경상남도 거제시 연초면 죽토리,351701,131300,201507,202301,2,202301,2660.0,,POINT (351700.5597 131300.4799),128.652973870267,34.66888591915681
거제시(구천댐),Geojesi(GuCheonDam),2503640,한국수자원공사,낙동강남해,250304,32142,구천천,isnull,isnull,isnull,isnull,isnull,경상남도 거제시 동부면 구천리,349661,148623,202002,202301,202001,202301,1056.0,,POINT (349661 148623),128.63379945789933,34.82527456943978
거제시(구천교),Geojesi(Gugheongyo),2503650,한국수자원공사,낙동강남해,250304,39448,구천천,12.7,isnull,isnull,1.09,isnull,경상남도 거제시 동부면 구천리,349700,147792,200711,202301,200711,202301,2660.0,,POINT (349700.1083 147791.6786),128.63407756109524,34.817781223028234
장수군(운곡교),Jangsu-gun(Ungokgyo),3001605,환경부,금강,300101,39448,금강,102.2,isnull,isnull,369.8,isnull,전라북도 장수군 천천면 삼고리 운곡교,248030,247261,200801,202301,200712,202301,3540.0,,POINT (248030 247261),127.52876379599674,35.72415732376456
장수군(장계제2교),Jangsu-gun(Janggyeje2gyo),3001610,환경부,금강,300102,39448,장계천,48.8,isnull,isnull,5.6,isnull,전라북도 장수군 장계면 장계리 장계교,252749,248274,200801,202301,200712,202301,3518.0,,POINT (252749 248274),127.58098448912244,35.733045625957494
장수군(연화교),Jangsugun(Yeonhwagyo),3001620,한국수자원공사,금강,300104,36326,금강,290.9,isnull,isnull,376.5,isnull,전라북도 장수군 천천  연평2222-15,247663,254718,200201,202301,199906,202301,3597.0,,POINT (247663 254718),127.5251502991246,35.791379569498794
진안군(송대교),Jinangun(Songdaegyo),3001630,한국수자원공사,금강,300105,40179,진안천,isnull,isnull,isnull,isnull,isnull,전라북도 진안군 진안읍 운산리 488-3,240925,256472,201901,202301,201812,202301,1460.0,,POINT (240925 256472),127.45070798218896,35.807490424937875
진안군(성산리),Jinangun(Seongsanri),3001640,한국수자원공사,금강,300103,36326,구량천,164.4,isnull,isnull,379.1,isnull,전라북도 진안군 동향 성산 산193,249218,259658,200312,202301,199906,202301,3597.0,,POINT (249218 259658),127.54265426612793,35.83582305232178
진안군(석정교),Jinangun(Seokjeonggyo),3001660,한국수자원공사,금강,300106,40179,정자천,isnull,isnull,isnull,isnull,isnull,전라북도 진안군 정천면 월평리 1380,239745,261984,201901,202301,201812,202301,1460.0,,POINT (239745 261984),127.43792655201908,35.857214421245494
진안군(용담댐),Jinangun(Yongdamdam),3001690,한국수자원공사,금강,300108,36686,금강,930.2,isnull,isnull,329.7,isnull,전라북도 진안군 안천면 삼락리,247621,271886,200104,202301,200103,202301,2405.0,,POINT (247621 271886),127.52570938473664,35.94610124639665
진안군(용담댐방수로),Jinangun(Yongdamdambangsuro),3001695,한국수자원공사,금강,300108,36998,금강,930.2,isnull,isnull,328.7,isnull,전라북도 진안군 안천면 삼락리 1159-2,247444,272131,200312,202301,200105,202301,2405.0,,POINT (247444 272131),127.52376232847264,35.94831777953097
진안군(신용담교),Jinangun(Sinyongdamdamgyo),3002630,한국수자원공사,금강,300201,36966,isnull,930.2,isnull,isnull,329.4,isnull,전라북도 진안군 안천면 삼락리,247390,272809,201404,202301,200101,202301,3066.0,,POINT (247390 272809),127.52320423110936,35.95443051413361
진안군(감동교),Jinan-gun(Gamdonggyo),3002650,환경부,금강,300201,22828,금강,947.7,156,1090,322.5,341.12,전라북도 진안군 용담면 송풍리 감동교,248230,274941,196307,202301,191901,202301,3652.0,ㅇ,POINT (248230 274941),127.53264415992383,35.97360291286915
무주군(대티교),Muju-gun(Daetigyo),3002655,환경부,금강,300201,40909,금강,994.9,isnull,isnull,313.8,isnull,전라북도 무주군 부남면 굴암리 대티교,252074,277521,201108,202301,201108,202301,3652.0,ㅇ,POINT (252074 277521),127.57543039481912,35.99665622958264
무주군(하두교),Muju-gun(Hadugyo),3003617,환경부,금강,300301,44558,원당천,114.72,isnull,isnull,2.1,isnull,전라북도 무주군 설천면 두길리 2323(하두교),271464,277256,202112,202301,202112,202301,304.0,,POINT (271464 277256),127.79043227092464,35.99304156576511
무주군(신촌농2교),Muju-gun(Sinchonnong2gyo),3003620,환경부,금강,300301,39083,무주남대천,79.4,isnull,isnull,26.7,isnull,전라북도 무주군 설천면 소천리 신촌농2교,271701,278954,200601,202301,200512,202301,3414.0,,POINT (271701 278954),127.79321381704692,36.008325562418385
무주군(여의교),Muju-gun(Yeouigyo),3003660,환경부,금강,300302,39083,무주남대천,307.1,isnull,isnull,11.1,isnull,전라북도 무주군 무주읍 장백리 여의교(충청북도 영동군 용화면 여의리),264138,282255,200601,202301,200512,202301,3587.0,,POINT (264138 282255),127.70959895897953,36.03859904734444
무주군(산성교),Muju-gun(Sanseonggyo),3003675,환경부,금강,300303,44558,상곡천,47.46,isnull,isnull,2.7,isnull,전라북도 무주군 적상면 북창리 433-4(산성교),262750,276851,202112,202301,202112,202301,369.0,,POINT (262750 276851),127.6937707191889,35.98999073953716
무주군(취수장),Muju-gun(Chwisujang),3003680,환경부,금강,300303,26665,무주남대천,385.5,119,610,5.7,isnull,전라북도 무주군 무주읍 읍내리 무주상수도취수장,260754,279241,198106,202301,197301,202301,3568.0,,POINT (260754 279241),127.6718207503698,36.01165479811459
무주군(무명교),Muju-gun(Mumyeonggyo),3003692,환경부,금강,300303,44558,적상천,58.38,isnull,isnull,2.1,isnull,전라북도 무주군 무주읍 용포리 1435-27(무명교),257640,276662,202112,202301,202112,202301,369.0,,POINT (257640 276662),127.63709356183648,35.988602474838586
수통,SU TONG,3004610,환경부,금강,300401,0,isnull,1539,230,170,46.38,305.02,충청남도 금산 부리  수통,253414,283330,196507,199312,196303,200512,0.0,,POINT (253414 283330),127.59068225640658,36.04893317688432
금산군(적벽교),Geumsangun(Jeokbyeokgyo),3004620,한국수자원공사,금강,300401,33794,금강,1539,isnull,isnull,289,isnull,충청남도 금산군 부리면 수통리 428,253489,283632,199303,202301,199207,202301,3597.0,,POINT (253489 283632),127.59153495135142,36.05165060267933
금산군(황풍교),Geumsan-gun(Hwangpunggyo),3004637,환경부,금강,300403,43714,봉황천,122.5,isnull,isnull,7.4,isnull,충청남도 금산군 남일면 황풍리 960-21,245711,287226,201910,202301,201910,202301,1182.0,,POINT (245711 287226),127.50542536388248,36.08443491108082
금산군(제원대교),Geumsan-gun(Jewondaegyo),3004640,환경부,금강,300401,34759,금강,1611.4,360,isnull,269.1,isnull,충청남도 금산군 제원면 저곡리 제원대교(충청남도 금산군 제원면 천내리),251071,290523,200502,202301,200502,202301,3541.0,,POINT (251071 290523),127.56514643580684,36.11388001203526
금산군(음대교),Geumsan-gun(eumdaegyo),3004645,환경부,금강,300402,40544,봉황천,65.5,isnull,isnull,14,isnull,충청남도 금산군 남일면 음대리 음대교(충청남도 금산군 남일면 신천리),245265,281490,201008,202301,201008,202301,3339.0,,POINT (245265 281490),127.50014562113832,36.03276381966993
영동군(호탄리),Yeongdonggun(Hotanri),3004650,한국수자원공사,금강,300404,31958,금강,1909,isnull,isnull,260.7,isnull,충청북도 영동군 양산면 호탄리 산15-1,258509,292881,199303,202301,198801,202301,3597.0,,POINT (258509 292881),127.6479293145294,36.13471003672744
영동군(영산교),Yeongdong-gun(Yeongsangyo),3004680,환경부,금강,300406,41275,영동천,105.6,isnull,isnull,8.2,isnull,충청북도 영동군 영동읍 계산리 영산교,269494,298171,201301,202210,201212,202210,3269.0,,POINT (269494 298171),127.77042746211042,36.18165569038645
영동군(초강교),Yeongdong-gun(choganggyo),3004685,환경부,금강,300406,38718,영동천,141.9,isnull,isnull,0.7,isnull,충청북도 영동군 심천면 초강리 (구)초강교,264370,301707,200504,202301,200504,202301,3367.0,,POINT (264370 301707),127.71376136815655,36.21387321082031
영동군(양강교),Yeongdong-gun(Yangganggyo),3004690,환경부,금강,300405,22828,금강,2080.6,275,550,238.3,isnull,충청북도 영동군 심천면 고당리 양강교,263645,301794,196305,202301,196211,202301,3533.0,,POINT (263645 301794),127.70570633906456,36.21470509727329
영동군(금상교),Yeongdong-gun(Guemsanggyo),3005670,환경부,금강,300501,39448,초강,237.8,isnull,isnull,32.8,isnull,충청북도 영동군 황간면 마산리 555 금상교,281841,303426,200801,202210,200712,202210,3311.0,,POINT (281841 303426),127.90821391934264,36.22804414210414
영동군(백화교),Yeongdong-gun(Baekhwagyo),3005675,환경부,금강,300502,39448,석천,215.8,isnull,isnull,4.1,isnull,충청북도 영동군 황간면 우매리 백화교,280582,307237,200801,202301,200712,202301,3463.0,,POINT (280582 307237),127.89460372305946,36.26248993566784
영동군(율리),Yeongdonggun(Yulri),3005680,한국수자원공사,금강,300503,33794,초강,619,isnull,isnull,17,isnull,충청북도 영동군 용산면 율리 676-1,272371,303835,199303,202301,199201,202301,3597.0,,POINT (272371 303835),127.80292838769806,36.23248397561947
영동군(심천교),Yeongdong-gun(Simcheongyo),3005690,환경부,금강,300503,26665,초강,664.3,200,360,0.8,isnull,충청북도 영동군 심천면 심천리 심천교,264879,303869,197608,202301,197301,202301,3552.0,,POINT (264879 303869),127.71960027571342,36.23332151934461
이원,I WEON,3006650,환경부,금강,300601,16803,isnull,2963.14,361,4610,158.9,246.5,충청북도 옥천군 이원면 원동리 이원대교,260086,304618,195407,199204,194607,200512,0.0,,POINT (260086 304618),127.66634548552484,36.24038036533849
옥천군(이원대교),Okcheongun(Iwondaegyo),3006680,한국수자원공사,금강,300601,29113,금강,2957,isnull,isnull,230,isnull,충청북도 옥천군 이원면 원동리 241-1(이원대교),260027,304820,198407,202301,198001,202301,3597.0,,POINT (260027 304820),127.66570463851184,36.24220430916871
옥천군((구)금강2교),Okcheon-gun((gu)Geumgang2gyo),3006690,환경부,금강,300601,44558,금강,2998.16,isnull,isnull,7.4,isnull,충청북도 옥천군 동이면 적하리 17-4 (구)금강2교,257968,310355,202201,202301,202201,202301,372.0,,POINT (257968 310355),127.643209571304,36.29220738708866
보은군(산성교),Boeun-gun(Sanseonggyo),3007610,환경부,금강,300701,30164,보청천,49.6,isnull,isnull,52.4,isnull,충청북도 보은군 보은읍 산성리 산성교,264340,336017,198209,202301,198201,202301,3284.0,,POINT (264340 336017),127.7162615174072,36.52304306805621
보은군(이평교),Boeun-gun(Ipyeonggyo),3007620,환경부,금강,300701,30164,보청천,75.7,isnull,isnull,48.8,isnull,충청북도 보은군 보은읍 이평리 이평교(충청북도 보은군 보은읍 교사리),264739,332598,198207,202301,198201,202301,3449.0,,POINT (264739 332598),127.72042993234128,36.49220829178196
보은군(탄부교),Boeun-gun(Tanbugyo),3007640,환경부,금강,300704,30164,삼가천,81.3,isnull,isnull,2.1,isnull,충청북도 보은군 탄부면 임한리 탄부교,272777,326866,198506,202301,198201,202301,3461.0,,POINT (272777 326866),127.80959253887256,36.43998278251914
보은군(대양교),Boeun-gun(Daeyanggyo),3007645,환경부,금강,300703,39448,보청천,217.7,isnull,isnull,35.3,isnull,충청북도 보은군 탄부면 대양리 대양교,271572,325037,200801,202301,200712,202301,3584.0,,POINT (271572 325037),127.79598573972687,36.42359265680764
